model;perc_train;precision;recall;f1;n_train;n_test;random_seed;timestamp
random_forest;0.4;0.6156424581005586;0.5018214936247724;0.5529352734570999;32000;20000;20;2026-09-10_22:10:30
random_forest;0.5;0.6392045454545454;0.5122950819672131;0.5687563195146612;40000;20000;20;2026-09-10_22:10:38
random_forest;0.6;0.6430167597765363;0.5241347905282332;0.5775213246362269;48000;20000;20;2026-09-10_22:10:47
random_forest;0.7;0.6411111111111111;0.5255009107468124;0.5775775775775776;56000;20000;20;2026-09-10_22:10:56
random_forest;0.8;0.6354733405875952;0.5318761384335154;0.5790778383738225;64000;20000;20;2026-09-10_22:11:06
random_forest;0.9;0.6417582417582418;0.5318761384335154;0.5816733067729083;72000;20000;20;2026-09-10_22:11:15
random_forest;1.0;0.6515986769570011;0.5382513661202186;0.5895261845386534;80000;20000;20;2026-09-10_22:11:25
random_forest;0.01;0.5571955719557196;0.412568306010929;0.4740973312401884;800;20000;21;2026-09-10_22:11:34
random_forest;0.05;0.5611587982832618;0.4763205828779599;0.515270935960591;4000;20000;21;2026-09-10_22:11:42
random_forest;0.1;0.5912762520193862;0.5;0.5418208734270911;8000;20000;21;2026-09-10_22:11:51
random_forest;0.2;0.612707182320442;0.5050091074681239;0.5536694957563655;16000;20000;21;2026-09-10_22:11:59
random_forest;0.3;0.6356769320162696;0.4981785063752277;0.5585907582333418;24000;20000;21;2026-09-10_22:12:08
random_forest;0.4;0.6445578231292517;0.51775956284153;0.5742424242424241;32000;20000;21;2026-09-10_22:12:17
random_forest;0.5;0.6438053097345132;0.5300546448087432;0.5814185814185815;40000;20000;21;2026-09-10_22:12:26
random_forest;0.6;0.6415198237885462;0.5305100182149363;0.5807577268195414;48000;20000;21;2026-09-10_22:12:35
random_forest;0.7;0.6299126637554585;0.5255009107468124;0.5729890764647467;56000;20000;21;2026-09-10_22:12:45
random_forest;0.8;0.6391018619934282;0.5314207650273224;0.5803083043262058;64000;20000;21;2026-09-10_22:12:55
random_forest;0.9;0.6414058209774849;0.5318761384335154;0.581528503858601;72000;20000;21;2026-09-10_22:13:05
random_forest;1.0;0.646831955922865;0.5346083788706739;0.5853901770132137;80000;20000;21;2026-09-10_22:13:15
random_forest;0.01;0.5766526019690577;0.3734061930783242;0.4532891100055279;800;20000;22;2026-09-10_22:13:25
random_forest;0.05;0.5555555555555556;0.4576502732240437;0.50187265917603;4000;20000;22;2026-09-10_22:13:34
random_forest;0.1;0.5951859956236324;0.4954462659380692;0.5407554671968191;8000;20000;22;2026-09-10_22:13:43
random_forest;0.2;0.6097560975609756;0.5009107468123861;0.55;16000;20000;22;2026-09-10_22:13:52
random_forest;0.3;0.6180709534368071;0.5077413479052824;0.5575;24000;20000;22;2026-09-10_22:14:01
random_forest;0.4;0.614418350628072;0.5122950819672131;0.5587285820710206;32000;20000;22;2026-09-10_22:14:10
random_forest;0.5;0.6382618510158014;0.5150273224043715;0.5700604838709677;40000;20000;22;2026-09-10_22:14:20
random_forest;0.6;0.6463276836158192;0.5209471766848816;0.5769036812909731;48000;20000;22;2026-09-10_22:14:29
random_forest;0.7;0.6497490239821528;0.5305100182149363;0.5841062923038356;56000;20000;22;2026-09-10_22:14:38
random_forest;0.8;0.6493649917172832;0.5355191256830601;0.5869727976041926;64000;20000;22;2026-09-10_22:14:48
random_forest;0.9;0.6392370572207084;0.5341530054644809;0.5819895807491937;72000;20000;22;2026-09-10_22:14:58
random_forest;1.0;0.6488888888888888;0.5318761384335154;0.5845845845845845;80000;20000;22;2026-09-10_22:15:08
random_forest;0.01;0.5473808122424956;0.4234972677595628;0.4775353016688062;800;20000;23;2026-09-10_22:15:17
random_forest;0.05;0.559931506849315;0.4467213114754098;0.4969604863221885;4000;20000;23;2026-09-10_22:15:26
random_forest;0.1;0.5748281332628239;0.4949908925318761;0.5319305113775386;8000;20000;23;2026-09-10_22:15:35
random_forest;0.2;0.5980121479845389;0.4931693989071038;0.5405540304467182;16000;20000;23;2026-09-10_22:15:44
random_forest;0.3;0.6185845488924906;0.5214025500910747;0.5658512478379046;24000;20000;23;2026-09-10_22:15:52
random_forest;0.4;0.6184846856528748;0.5241347905282332;0.5674143455755485;32000;20000;23;2026-09-10_22:16:01
random_forest;0.5;0.6197490452809602;0.517304189435337;0.5639116406056094;40000;20000;23;2026-09-10_22:16:11
random_forest;0.6;0.6319867183176535;0.5200364298724954;0.57057207094679;48000;20000;23;2026-09-10_22:16:20
random_forest;0.7;0.6383682469680264;0.5273224043715847;0.5775561097256857;56000;20000;23;2026-09-10_22:16:29
random_forest;0.8;0.6417344173441735;0.5391621129326047;0.5859935659490225;64000;20000;23;2026-09-10_22:16:39
random_forest;0.9;0.6476399560922064;0.5373406193078324;0.5873568939771031;72000;20000;23;2026-09-10_22:16:48
random_forest;1.0;0.6473509933774835;0.5341530054644809;0.5853293413173652;80000;20000;23;2026-09-10_22:16:58
random_forest;0.01;0.5327823691460055;0.4403460837887067;0.4821740214410371;800;20000;24;2026-09-10_22:17:07
random_forest;0.05;0.5788508557457213;0.4312386156648451;0.494258872651357;4000;20000;24;2026-09-10_22:17:16
random_forest;0.1;0.5853521126760564;0.4731329690346084;0.5232938806346008;8000;20000;24;2026-09-10_22:17:25
random_forest;0.2;0.6037321624588364;0.5009107468123861;0.547536087605774;16000;20000;24;2026-09-10_22:17:34
random_forest;0.3;0.6087680355160933;0.4995446265938069;0.5487743871935968;24000;20000;24;2026-09-10_22:17:42
random_forest;0.4;0.6356725146198831;0.4949908925318761;0.5565796210957501;32000;20000;24;2026-09-10_22:17:52
random_forest;0.5;0.6309184255561894;0.5036429872495446;0.5601418080526716;40000;20000;24;2026-09-10_22:18:01
random_forest;0.6;0.6366723259762309;0.5122950819672131;0.5677517032551098;48000;20000;24;2026-09-10_22:18:10
random_forest;0.7;0.6368131868131868;0.5277777777777778;0.577191235059761;56000;20000;24;2026-09-10_22:18:19
random_forest;0.8;0.6436024162548051;0.5336976320582878;0.5835200398307194;64000;20000;24;2026-09-10_22:18:28
random_forest;0.9;0.6434830230010953;0.535063752276867;0.5842864246643461;72000;20000;24;2026-09-10_22:18:37
random_forest;1.0;0.6562325321408609;0.5346083788706739;0.5892095357590966;80000;20000;24;2026-09-10_22:18:47
random_forest;0.01;0.4948320413436692;0.348816029143898;0.4091880341880342;800;20000;25;2026-09-10_22:18:56
random_forest;0.05;0.5691699604743083;0.4590163934426229;0.5081925888580792;4000;20000;25;2026-09-10_22:19:05
random_forest;0.1;0.5844952593418851;0.4772313296903461;0.5254449736776134;8000;20000;25;2026-09-10_22:19:13
random_forest;0.2;0.6037016875340229;0.5050091074681239;0.5499628068435408;16000;20000;25;2026-09-10_22:19:22
random_forest;0.3;0.629881154499151;0.5068306010928961;0.5616956850870551;24000;20000;25;2026-09-10_22:19:30
random_forest;0.4;0.6258351893095768;0.51183970856102;0.56312625250501;32000;20000;25;2026-09-10_22:19:39
random_forest;0.5;0.6246482836240855;0.505464480874317;0.558771709035993;40000;20000;25;2026-09-10_22:19:48
random_forest;0.6;0.6360045146726863;0.5132058287795993;0.5680443548387096;48000;20000;25;2026-09-10_22:19:57
random_forest;0.7;0.6350896860986547;0.5159380692167578;0.5693467336683417;56000;20000;25;2026-09-10_22:20:06
random_forest;0.8;0.6463834672789897;0.5127504553734062;0.5718638902996445;64000;20000;25;2026-09-10_22:20:15
random_forest;0.9;0.6508205998868138;0.52367941712204;0.5803684077718899;72000;20000;25;2026-09-10_22:20:25
random_forest;1.0;0.6444444444444445;0.5282331511839709;0.5805805805805807;80000;20000;25;2026-09-10_22:20:34
random_forest;0.01;0.5468208092485549;0.4307832422586521;0.4819154355578196;800;20000;26;2026-09-10_22:20:44
random_forest;0.05;0.5941853422168383;0.4467213114754098;0.5100077982843775;4000;20000;26;2026-09-10_22:20:52
random_forest;0.1;0.6036088474970897;0.4722222222222222;0.5298926928972918;8000;20000;26;2026-09-10_22:21:00
random_forest;0.2;0.5949295774647887;0.4808743169398907;0.5318559556786704;16000;20000;26;2026-09-10_22:21:09
random_forest;0.3;0.6138279932546374;0.4972677595628415;0.5494339622641509;24000;20000;26;2026-09-10_22:21:17
random_forest;0.4;0.6273083379966424;0.5104735883424408;0.5628922922420286;32000;20000;26;2026-09-10_22:21:26
random_forest;0.5;0.629587803500847;0.5077413479052824;0.5621376354928158;40000;20000;26;2026-09-10_22:21:34
random_forest;0.6;0.6328082563824009;0.5305100182149363;0.5771612583601685;48000;20000;26;2026-09-10_22:21:43
random_forest;0.7;0.635815991237678;0.5286885245901639;0.5773247140726007;56000;20000;26;2026-09-10_22:21:52
random_forest;0.8;0.6328767123287671;0.5259562841530054;0.5744839592141259;64000;20000;26;2026-09-10_22:22:02
random_forest;0.9;0.6495821727019498;0.5309653916211293;0.5843147080932097;72000;20000;26;2026-09-10_22:22:11
random_forest;1.0;0.6497797356828194;0.5373406193078324;0.5882352941176471;80000;20000;26;2026-09-10_22:22:21
random_forest;0.01;0.5352941176470588;0.4558287795992714;0.4923757993113625;800;20000;27;2026-09-10_22:22:31
random_forest;0.05;0.5619742007851934;0.4562841530054645;0.5036441316913797;4000;20000;27;2026-09-10_22:22:39
random_forest;0.1;0.5762809441565918;0.4558287795992714;0.509026188660056;8000;20000;27;2026-09-10_22:22:47
random_forest;0.2;0.5989932885906041;0.4877049180327868;0.5376506024096385;16000;20000;27;2026-09-10_22:22:56
random_forest;0.3;0.6112064036592338;0.4867941712204007;0.5419518377693282;24000;20000;27;2026-09-10_22:23:04
random_forest;0.4;0.6179219351291919;0.51183970856102;0.5599003735990037;32000;20000;27;2026-09-10_22:23:13
random_forest;0.5;0.625879805089334;0.5264116575591985;0.571852584714321;40000;20000;27;2026-09-10_22:23:21
random_forest;0.6;0.6386696730552424;0.5159380692167578;0.5707808564231738;48000;20000;27;2026-09-10_22:23:30
random_forest;0.7;0.6500566251415628;0.5227686703096539;0.5795053003533569;56000;20000;27;2026-09-10_22:23:39
random_forest;0.8;0.646503884572697;0.5305100182149363;0.582791395697849;64000;20000;27;2026-09-10_22:23:49
random_forest;0.9;0.6529933481152993;0.5364298724954463;0.5890000000000001;72000;20000;27;2026-09-10_22:23:58
random_forest;1.0;0.6462472406181016;0.5332422586520947;0.5843313373253494;80000;20000;27;2026-09-10_22:24:07
random_forest;0.01;0.5538184004810583;0.4193989071038251;0.4773257320549365;800;20000;28;2026-09-10_22:24:17
random_forest;0.05;0.5483193277310925;0.4754098360655737;0.5092682926829267;4000;20000;28;2026-09-10_22:24:25
random_forest;0.1;0.5650741350906096;0.4685792349726776;0.5123226288274831;8000;20000;28;2026-09-10_22:24:33
random_forest;0.2;0.5897161221210498;0.5013661202185792;0.5419640659611126;16000;20000;28;2026-09-10_22:24:41
random_forest;0.3;0.6060773480662983;0.4995446265938069;0.5476784822765851;24000;20000;28;2026-09-10_22:24:50
random_forest;0.4;0.6054535336672231;0.4954462659380692;0.5449536689206111;32000;20000;28;2026-09-10_22:24:59
random_forest;0.5;0.6237513873473918;0.51183970856102;0.5622811405702852;40000;20000;28;2026-09-10_22:25:07
random_forest;0.6;0.6188637617209046;0.5109289617486339;0.5597405836867049;48000;20000;28;2026-09-10_22:25:16
random_forest;0.7;0.6316088686753838;0.50591985428051;0.5618204804045511;56000;20000;28;2026-09-10_22:25:25
random_forest;0.8;0.6481159420289855;0.5091074681238615;0.570262688089773;64000;20000;28;2026-09-10_22:25:35
random_forest;0.9;0.6550169109357384;0.529143897996357;0.5853904282115869;72000;20000;28;2026-09-10_22:25:44
random_forest;1.0;0.6468646864686468;0.5355191256830601;0.5859491778774291;80000;20000;28;2026-09-10_22:25:54
random_forest;0.01;0.5064864864864865;0.4266848816029144;0.463173504695996;800;20000;29;2026-09-10_22:26:04
random_forest;0.05;0.5884184308841843;0.430327868852459;0.4971067859021568;4000;20000;29;2026-09-10_22:26:13
random_forest;0.1;0.6047477744807122;0.4640255009107468;0.5251223911363051;8000;20000;29;2026-09-10_22:26:22
random_forest;0.2;0.6224899598393574;0.49408014571949;0.550901243970551;16000;20000;29;2026-09-10_22:26:31
random_forest;0.3;0.6355404640633843;0.511384335154827;0.5667423668937673;24000;20000;29;2026-09-10_22:26:40
random_forest;0.4;0.6245231607629428;0.5218579234972678;0.568593401141156;32000;20000;29;2026-09-10_22:26:49
random_forest;0.5;0.6470588235294118;0.5259562841530054;0.5802562170308968;40000;20000;29;2026-09-10_22:26:58
random_forest;0.6;0.6380741560597676;0.5250455373406193;0.5760679490382213;48000;20000;29;2026-09-10_22:27:07
random_forest;0.7;0.6436081903707803;0.5295992714025501;0.5810642018486136;56000;20000;29;2026-09-10_22:27:17
random_forest;0.8;0.6413755458515283;0.535063752276867;0.583416087388282;64000;20000;29;2026-09-10_22:27:26
random_forest;0.9;0.6481069042316259;0.5300546448087432;0.5831663326653307;72000;20000;29;2026-09-10_22:27:35
random_forest;1.0;0.6528787031861375;0.5318761384335154;0.586198243412798;80000;20000;29;2026-09-10_22:27:45
random_forest;0.01;0.565772669220945;0.4034608378870674;0.4710260499734183;800;20000;30;2026-09-10_22:27:55
random_forest;0.05;0.5917123705057892;0.442167577413479;0.5061245764920512;4000;20000;30;2026-09-10_22:28:03
random_forest;0.1;0.6080340839926963;0.4549180327868852;0.5204480333420161;8000;20000;30;2026-09-10_22:28:11
random_forest;0.2;0.6229885057471264;0.4936247723132969;0.5508130081300813;16000;20000;30;2026-09-10_22:28:20
random_forest;0.3;0.6188340807174888;0.5027322404371585;0.5547738693467337;24000;20000;30;2026-09-10_22:28:28
random_forest;0.4;0.6199445983379501;0.5095628415300546;0.5593601599600099;32000;20000;30;2026-09-10_22:28:37
random_forest;0.5;0.6215005599104143;0.505464480874317;0.5575087895529883;40000;20000;30;2026-09-10_22:28:45
random_forest;0.6;0.6306504961411246;0.5209471766848816;0.5705735660847879;48000;20000;30;2026-09-10_22:28:55
random_forest;0.7;0.6292682926829268;0.5286885245901639;0.5746102449888641;56000;20000;30;2026-09-10_22:29:05
random_forest;0.8;0.638215859030837;0.5277777777777778;0.577766699900299;64000;20000;30;2026-09-10_22:29:14
random_forest;0.9;0.633972602739726;0.5268670309653917;0.5754787366326785;72000;20000;30;2026-09-10_22:29:23
random_forest;1.0;0.6454940282301845;0.5414389799635702;0.5889053987122337;80000;20000;30;2026-09-10_22:29:33
random_forest;0.01;0.5589953271028038;0.4357923497267759;0.4897645854657114;800;20000;31;2026-09-10_22:29:42
random_forest;0.05;0.5805892547660312;0.4576502732240437;0.5118411000763943;4000;20000;31;2026-09-10_22:29:51
random_forest;0.1;0.5908059023836549;0.4740437158469945;0.5260232440626579;8000;20000;31;2026-09-10_22:29:59
random_forest;0.2;0.5884244372990354;0.5;0.5406203840472673;16000;20000;31;2026-09-10_22:30:07
random_forest;0.3;0.5900852878464818;0.5040983606557377;0.543713163064833;24000;20000;31;2026-09-10_22:30:16
random_forest;0.4;0.6063941299790356;0.5268670309653917;0.5638401559454191;32000;20000;31;2026-09-10_22:30:25
random_forest;0.5;0.6168174560936669;0.5277777777777778;0.5688343558282208;40000;20000;31;2026-09-10_22:30:33
random_forest;0.6;0.6318622174381054;0.5346083788706739;0.57918105574741;48000;20000;31;2026-09-10_22:30:43
random_forest;0.7;0.6456953642384106;0.5327868852459017;0.5838323353293414;56000;20000;31;2026-09-10_22:30:52
random_forest;0.8;0.6485447556287754;0.5377959927140255;0.588000995767986;64000;20000;31;2026-09-10_22:31:01
random_forest;0.9;0.637987012987013;0.5368852459016393;0.5830860534124629;72000;20000;31;2026-09-10_22:31:11
random_forest;1.0;0.6510329424902289;0.5309653916211293;0.5849009280160521;80000;20000;31;2026-09-10_22:31:20
random_forest;0.01;0.5344611528822055;0.3884335154826958;0.4498945147679326;800;20000;32;2026-09-10_22:31:30
random_forest;0.05;0.55859375;0.4558287795992714;0.5020060180541625;4000;20000;32;2026-09-10_22:31:38
random_forest;0.1;0.586483390607102;0.4663023679417122;0.5195332318619991;8000;20000;32;2026-09-10_22:31:47
random_forest;0.2;0.5976095617529881;0.4781420765027322;0.5312420946116874;16000;20000;32;2026-09-10_22:31:55
random_forest;0.3;0.6204337899543378;0.4949908925318761;0.5506585612968591;24000;20000;32;2026-09-10_22:32:04
random_forest;0.4;0.6132963988919667;0.5040983606557377;0.5533616595851037;32000;20000;32;2026-09-10_22:32:13
random_forest;0.5;0.6096079514080619;0.5027322404371585;0.5510356875467932;40000;20000;32;2026-09-10_22:32:21
random_forest;0.6;0.6231071228266966;0.50591985428051;0.5584317667755718;48000;20000;32;2026-09-10_22:32:30
random_forest;0.7;0.6309921962095875;0.5154826958105647;0.5674185463659148;56000;20000;32;2026-09-10_22:32:39
random_forest;0.8;0.6281489594742606;0.5223132969034608;0.5703630034808553;64000;20000;32;2026-09-10_22:32:49
random_forest;0.9;0.6432616081540203;0.517304189435337;0.5734477536597677;72000;20000;32;2026-09-10_22:32:58
random_forest;1.0;0.6497267759562841;0.5414389799635702;0.5906607054148038;80000;20000;32;2026-09-10_22:33:08
random_forest;0.01;0.5215827338129496;0.4622040072859745;0.4901014002897151;800;20000;33;2026-09-10_22:33:17
random_forest;0.05;0.5730832873690016;0.4731329690346084;0.5183337490646046;4000;20000;33;2026-09-10_22:33:26
random_forest;0.1;0.5903279599777654;0.4836065573770491;0.5316645807259074;8000;20000;33;2026-09-10_22:33:34
random_forest;0.2;0.6078326180257511;0.5159380692167578;0.5581280788177341;16000;20000;33;2026-09-10_22:33:42
random_forest;0.3;0.6174568965517241;0.5218579234972678;0.5656465942744323;24000;20000;33;2026-09-10_22:33:51
random_forest;0.4;0.6301994301994301;0.5036429872495446;0.559858263730701;32000;20000;33;2026-09-10_22:34:00
random_forest;0.5;0.6424485125858124;0.511384335154827;0.56947261663286;40000;20000;33;2026-09-10_22:34:09
random_forest;0.6;0.6402714932126696;0.5154826958105647;0.5711402623612513;48000;20000;33;2026-09-10_22:34:18
random_forest;0.7;0.6455696202531646;0.5109289617486339;0.5704117946110829;56000;20000;33;2026-09-10_22:34:27
random_forest;0.8;0.6415201361315939;0.5150273224043715;0.571356403132104;64000;20000;33;2026-09-10_22:34:36
random_forest;0.9;0.6452328159645233;0.5300546448087432;0.5820000000000001;72000;20000;33;2026-09-10_22:34:45
random_forest;1.0;0.6468609865470852;0.5255009107468124;0.5798994974874372;80000;20000;33;2026-09-10_22:34:55
random_forest;0.01;0.555;0.4549180327868852;0.5;800;20000;34;2026-09-10_22:35:04
random_forest;0.05;0.5822349570200573;0.4626593806921675;0.51560517635118;4000;20000;34;2026-09-10_22:35:12
random_forest;0.1;0.5816164817749604;0.5013661202185792;0.5385179750550256;8000;20000;34;2026-09-10_22:35:21
random_forest;0.2;0.5938189845474614;0.4899817850637523;0.5369261477045908;16000;20000;34;2026-09-10_22:35:29
random_forest;0.3;0.605078336034576;0.5100182149362478;0.5534964170990858;24000;20000;34;2026-09-10_22:35:38
random_forest;0.4;0.6194240542066629;0.4995446265938069;0.5530627678346357;32000;20000;34;2026-09-10_22:35:46
random_forest;0.5;0.6316964285714286;0.5154826958105647;0.5677031093279841;40000;20000;34;2026-09-10_22:35:55
random_forest;0.6;0.6289517470881864;0.5163934426229508;0.5671417854463615;48000;20000;34;2026-09-10_22:36:04
random_forest;0.7;0.6503972758229285;0.5218579234972678;0.5790803436078829;56000;20000;34;2026-09-10_22:36:13
random_forest;0.8;0.6445444319460067;0.5218579234972678;0.5767488676396577;64000;20000;34;2026-09-10_22:36:22
random_forest;0.9;0.6594409583571021;0.5264116575591985;0.5854646746011648;72000;20000;34;2026-09-10_22:36:31
random_forest;1.0;0.6462809917355372;0.5341530054644809;0.5848915482423336;80000;20000;34;2026-09-10_22:36:41
random_forest;0.01;0.5393333333333333;0.3683970856102003;0.4377705627705627;800;20000;35;2026-09-10_22:36:50
random_forest;0.05;0.5800227014755959;0.465391621129326;0.516422435573522;4000;20000;35;2026-09-10_22:36:59
random_forest;0.1;0.5776955602536998;0.4977231329690346;0.5347358121330725;8000;20000;35;2026-09-10_22:37:09
random_forest;0.2;0.599009900990099;0.4959016393442623;0.5426008968609866;16000;20000;35;2026-09-10_22:37:19
random_forest;0.3;0.6236739251814629;0.5086520947176685;0.5603210433910208;24000;20000;35;2026-09-10_22:37:28
random_forest;0.4;0.6291759465478842;0.5145719489981785;0.5661322645290581;32000;20000;35;2026-09-10_22:37:38
random_forest;0.5;0.6447072072072072;0.5214025500910747;0.5765357502517623;40000;20000;35;2026-09-10_22:37:48
random_forest;0.6;0.6372767857142857;0.5200364298724954;0.5727181544633901;48000;20000;35;2026-09-10_22:37:57
random_forest;0.7;0.6324412889131622;0.5273224043715847;0.5751179538117706;56000;20000;35;2026-09-10_22:38:07
random_forest;0.8;0.6377995642701525;0.5332422586520947;0.5808531746031746;64000;20000;35;2026-09-10_22:38:16
random_forest;0.9;0.6444195176668536;0.523224043715847;0.5775320432269414;72000;20000;35;2026-09-10_22:38:26
random_forest;1.0;0.6490545050055617;0.5314207650273224;0.584376564847271;80000;20000;35;2026-09-10_22:38:36
random_forest;0.01;0.5497237569060773;0.4530965391621129;0.4967548676984523;800;20000;36;2026-09-10_22:38:45
random_forest;0.05;0.5939759036144578;0.4489981785063752;0.5114107883817428;4000;20000;36;2026-09-10_22:38:53
random_forest;0.1;0.5938028169014085;0.4799635701275045;0.5308486527323093;8000;20000;36;2026-09-10_22:39:02
random_forest;0.2;0.6214689265536724;0.5009107468123861;0.5547150781643974;16000;20000;36;2026-09-10_22:39:10
random_forest;0.3;0.6195773081201335;0.5072859744990893;0.557836755132699;24000;20000;36;2026-09-10_22:39:19
random_forest;0.4;0.6159779614325069;0.5091074681238615;0.5574669658439291;32000;20000;36;2026-09-10_22:39:27
random_forest;0.5;0.6337706788362807;0.50591985428051;0.5626740947075209;40000;20000;36;2026-09-10_22:39:36
random_forest;0.6;0.6326760563380281;0.511384335154827;0.5656006043817678;48000;20000;36;2026-09-10_22:39:44
random_forest;0.7;0.641156462585034;0.5150273224043715;0.5712121212121212;56000;20000;36;2026-09-10_22:39:53
random_forest;0.8;0.6481900452488688;0.5218579234972678;0.5782038345105954;64000;20000;36;2026-09-10_22:40:02
random_forest;0.9;0.6410958904109589;0.5327868852459017;0.5819447898532704;72000;20000;36;2026-09-10_22:40:11
random_forest;1.0;0.6541228555617045;0.5382513661202186;0.5905570821883588;80000;20000;36;2026-09-10_22:40:20
random_forest;0.01;0.571969696969697;0.3438069216757741;0.4294653014789533;800;20000;37;2026-09-10_22:40:29
random_forest;0.05;0.5571955719557196;0.412568306010929;0.4740973312401884;4000;20000;37;2026-09-10_22:40:36
random_forest;0.1;0.584070796460177;0.4508196721311475;0.5088666152659985;8000;20000;37;2026-09-10_22:40:44
random_forest;0.2;0.5750955761878754;0.4795081967213114;0.5229699528184754;16000;20000;37;2026-09-10_22:40:52
random_forest;0.3;0.597707423580786;0.4986338797814207;0.5436941410129096;24000;20000;37;2026-09-10_22:41:02
random_forest;0.4;0.6136236739251815;0.5004553734061931;0.5512916980185603;32000;20000;37;2026-09-10_22:41:11
random_forest;0.5;0.6210700496414782;0.5127504553734062;0.5617360937889748;40000;20000;37;2026-09-10_22:41:20
random_forest;0.6;0.6294642857142857;0.5136612021857924;0.5656970912738214;48000;20000;37;2026-09-10_22:41:29
random_forest;0.7;0.6342263531984691;0.5282331511839709;0.5763975155279503;56000;20000;37;2026-09-10_22:41:38
random_forest;0.8;0.6392199349945829;0.5373406193078324;0.5838693715982186;64000;20000;37;2026-09-10_22:41:48
random_forest;0.9;0.6416758544652701;0.5300546448087432;0.5805486284289276;72000;20000;37;2026-09-10_22:41:58
random_forest;1.0;0.6428571428571429;0.5327868852459017;0.5826693227091635;80000;20000;37;2026-09-10_22:42:08
random_forest;0.01;0.5648369132856006;0.3233151183970856;0.4112366058499855;800;20000;38;2026-09-10_22:42:18
random_forest;0.05;0.6040765904879555;0.4453551912568306;0.5127129750982963;4000;20000;38;2026-09-10_22:42:27
random_forest;0.1;0.5901275651691625;0.4845173041894353;0.5321330332583145;8000;20000;38;2026-09-10_22:42:35
random_forest;0.2;0.6176789587852495;0.5186703096539163;0.5638613861386139;16000;20000;38;2026-09-10_22:42:43
random_forest;0.3;0.6180327868852459;0.5150273224043715;0.5618479880774963;24000;20000;38;2026-09-10_22:42:52
random_forest;0.4;0.6355785837651122;0.5027322404371585;0.5614035087719299;32000;20000;38;2026-09-10_22:43:01
random_forest;0.5;0.6358479863868406;0.5104735883424408;0.5663046223793887;40000;20000;38;2026-09-10_22:43:10
random_forest;0.6;0.6316377864728899;0.5145719489981785;0.5671267252195734;48000;20000;38;2026-09-10_22:43:19
random_forest;0.7;0.6428975664968873;0.517304189435337;0.5733030532424931;56000;20000;38;2026-09-10_22:43:28
random_forest;0.8;0.6461111111111111;0.5295992714025501;0.5820820820820821;64000;20000;38;2026-09-10_22:43:37
random_forest;0.9;0.6455142231947484;0.5373406193078324;0.5864811133200795;72000;20000;38;2026-09-10_22:43:47
random_forest;1.0;0.6424611973392461;0.5277777777777778;0.5795;80000;20000;38;2026-09-10_22:43:56
random_forest;0.01;0.5683789192795197;0.3879781420765027;0.4611637347767253;800;20000;39;2026-09-10_22:44:06
random_forest;0.05;0.5822860562537403;0.4430783242258652;0.5032324799586242;4000;20000;39;2026-09-10_22:44:14
random_forest;0.1;0.5880434782608696;0.4927140255009107;0.5361744301288405;8000;20000;39;2026-09-10_22:44:22
random_forest;0.2;0.6125738850080602;0.5191256830601093;0.5619916194232191;16000;20000;39;2026-09-10_22:44:31
random_forest;0.3;0.6258953168044077;0.517304189435337;0.5664422837197707;24000;20000;39;2026-09-10_22:44:40
random_forest;0.4;0.6246560264171711;0.5168488160291439;0.5656615998006478;32000;20000;39;2026-09-10_22:44:49
random_forest;0.5;0.631578947368421;0.5081967213114754;0.5632096896290688;40000;20000;39;2026-09-10_22:44:58
random_forest;0.6;0.6318464144551101;0.5095628415300546;0.564154272750189;48000;20000;39;2026-09-10_22:45:07
random_forest;0.7;0.6296498905908097;0.5241347905282332;0.5720675944333997;56000;20000;39;2026-09-10_22:45:17
random_forest;0.8;0.6423877327491785;0.5341530054644809;0.583291894579811;64000;20000;39;2026-09-10_22:45:26
random_forest;0.9;0.6460423634336678;0.5277777777777778;0.580952380952381;72000;20000;39;2026-09-10_22:45:36
random_forest;1.0;0.650995575221239;0.5359744990892532;0.5879120879120879;80000;20000;39;2026-09-10_22:45:45
random_forest;0.01;0.5437534397358282;0.4499089253187613;0.4923997009718415;800;20000;40;2026-09-10_22:45:55
random_forest;0.05;0.5885167464114832;0.448087431693989;0.5087900723888314;4000;20000;40;2026-09-10_22:46:03
random_forest;0.1;0.601684717208183;0.4553734061930783;0.5184033177812337;8000;20000;40;2026-09-10_22:46:12
random_forest;0.2;0.61399416909621;0.4795081967213114;0.5384812068524675;16000;20000;40;2026-09-10_22:46:20
random_forest;0.3;0.6183518410286383;0.4817850637522768;0.541592014333248;24000;20000;40;2026-09-10_22:46:29
random_forest;0.4;0.6230547550432277;0.4922586520947176;0.5499872805901806;32000;20000;40;2026-09-10_22:46:37
random_forest;0.5;0.6278801843317973;0.4963570127504553;0.5544252288911495;40000;20000;40;2026-09-10_22:46:46
random_forest;0.6;0.6445852534562212;0.5095628415300546;0.569175991861648;48000;20000;40;2026-09-10_22:46:55
random_forest;0.7;0.6371830985915493;0.5150273224043715;0.5696298161672122;56000;20000;40;2026-09-10_22:47:05
random_forest;0.8;0.6450892857142857;0.5264116575591985;0.5797392176529588;64000;20000;40;2026-09-10_22:47:15
random_forest;0.9;0.6387061403508771;0.5305100182149363;0.5796019900497512;72000;20000;40;2026-09-10_22:47:25
random_forest;1.0;0.6391184573002755;0.5282331511839709;0.5784093742208926;80000;20000;40;2026-09-10_22:47:34
