model;perc_train;precision;recall;f1;n_train;n_test;random_seed;timestamp
random_forest;1.0;0.6479338842975206;0.5355191256830601;0.5863874345549738;80000;20000;9;2026-09-10_21:51:50
random_forest;0.01;0.5300261096605744;0.4622040072859745;0.4937971296521528;800;20000;10;2026-09-10_21:52:00
random_forest;0.05;0.582579185520362;0.4690346083788707;0.5196770938446014;4000;20000;10;2026-09-10_21:52:08
random_forest;0.1;0.603586889301175;0.4444444444444444;0.5119328612640964;8000;20000;10;2026-09-10_21:52:16
random_forest;0.2;0.605277933745087;0.4908925318761384;0.5421171737490571;16000;20000;10;2026-09-10_21:52:25
random_forest;0.3;0.6132596685082873;0.505464480874317;0.5541687468796804;24000;20000;10;2026-09-10_21:52:33
random_forest;0.4;0.6215316315205327;0.5100182149362478;0.5602801400700351;32000;20000;10;2026-09-10_21:52:42
random_forest;0.5;0.6306256860592755;0.523224043715847;0.571926331508213;40000;20000;10;2026-09-10_21:52:50
random_forest;0.6;0.6405375139977604;0.5209471766848816;0.574585635359116;48000;20000;10;2026-09-10_21:52:59
random_forest;0.7;0.6446418656302054;0.5286885245901639;0.5809357017763322;56000;20000;10;2026-09-10_21:53:08
random_forest;0.8;0.646127755794234;0.5204918032786885;0.5765447667087011;64000;20000;10;2026-09-10_21:53:17
random_forest;0.9;0.6465909090909091;0.5182149362477231;0.5753286147623862;72000;20000;10;2026-09-10_21:53:27
random_forest;1.0;0.641832229580574;0.5295992714025501;0.5803393213572855;80000;20000;10;2026-09-10_21:53:36
random_forest;0.01;0.5709001233045623;0.4216757741347905;0.4850707176532216;800;20000;11;2026-09-10_21:53:46
random_forest;0.05;0.5844614479105356;0.4521857923497268;0.5098844672657252;4000;20000;11;2026-09-10_21:53:54
random_forest;0.1;0.5687066974595842;0.4485428051001821;0.5015274949083502;8000;20000;11;2026-09-10_21:54:02
random_forest;0.2;0.5942733657482442;0.5009107468123861;0.5436125525080305;16000;20000;11;2026-09-10_21:54:11
random_forest;0.3;0.6086956521739131;0.5227686703096539;0.5624693777560019;24000;20000;11;2026-09-10_21:54:19
random_forest;0.4;0.6309255079006773;0.5091074681238615;0.5635080645161291;32000;20000;11;2026-09-10_21:54:28
random_forest;0.5;0.6201298701298701;0.5218579234972678;0.5667655786350149;40000;20000;11;2026-09-10_21:54:37
random_forest;0.6;0.6324689966178129;0.5109289617486339;0.5652392947103274;48000;20000;11;2026-09-10_21:54:45
random_forest;0.7;0.6321014892443464;0.5218579234972678;0.5717136443003243;56000;20000;11;2026-09-10_21:54:54
random_forest;0.8;0.6339285714285714;0.517304189435337;0.5697091273821464;64000;20000;11;2026-09-10_21:55:04
random_forest;0.9;0.6432584269662921;0.5214025500910747;0.5759557344064387;72000;20000;11;2026-09-10_21:55:13
random_forest;1.0;0.6489773355444998;0.5346083788706739;0.586267166042447;80000;20000;11;2026-09-10_21:55:23
random_forest;0.01;0.5420624151967436;0.3638433515482696;0.4354223433242506;800;20000;12;2026-09-10_21:55:33
random_forest;0.05;0.5893285371702638;0.447632058287796;0.5087991718426501;4000;20000;12;2026-09-10_21:55:41
random_forest;0.1;0.5854922279792746;0.4631147540983606;0.5171624713958811;8000;20000;12;2026-09-10_21:55:50
random_forest;0.2;0.6242532855436081;0.4758652094717668;0.5400516795865633;16000;20000;12;2026-09-10_21:55:58
random_forest;0.3;0.6182126696832579;0.4977231329690346;0.5514631685166498;24000;20000;12;2026-09-10_21:56:07
random_forest;0.4;0.613649182177101;0.4954462659380692;0.5482489292013102;32000;20000;12;2026-09-10_21:56:15
random_forest;0.5;0.6268992684299382;0.5072859744990893;0.5607853007802669;40000;20000;12;2026-09-10_21:56:24
random_forest;0.6;0.6359525155455059;0.5122950819672131;0.5674653215636822;48000;20000;12;2026-09-10_21:56:33
random_forest;0.7;0.6410990269032627;0.5100182149362478;0.5680953588638094;56000;20000;12;2026-09-10_21:56:42
random_forest;0.8;0.6422487223168655;0.5150273224043715;0.5716451857467779;64000;20000;12;2026-09-10_21:56:51
random_forest;0.9;0.6400223588596982;0.5214025500910747;0.57465495608532;72000;20000;12;2026-09-10_21:57:01
random_forest;1.0;0.6494960806270996;0.5282331511839709;0.5826217980914113;80000;20000;12;2026-09-10_21:57:10
random_forest;0.01;0.5583864118895966;0.3592896174863388;0.4372402327514547;800;20000;13;2026-09-10_21:57:20
random_forest;0.05;0.5922093730979915;0.4430783242258652;0.5069028392810628;4000;20000;13;2026-09-10_21:57:28
random_forest;0.1;0.5822222222222222;0.4772313296903461;0.5245245245245245;8000;20000;13;2026-09-10_21:57:36
random_forest;0.2;0.6194638694638694;0.4840619307832423;0.5434560327198363;16000;20000;13;2026-09-10_21:57:44
random_forest;0.3;0.6180232558139535;0.4840619307832423;0.5429009193054136;24000;20000;13;2026-09-10_21:57:53
random_forest;0.4;0.6130653266331658;0.5;0.5507900677200903;32000;20000;13;2026-09-10_21:58:01
random_forest;0.5;0.6266891891891891;0.5068306010928961;0.5604229607250755;40000;20000;13;2026-09-10_21:58:10
random_forest;0.6;0.6422764227642277;0.5036429872495446;0.5645737621235324;48000;20000;13;2026-09-10_21:58:19
random_forest;0.7;0.6477011494252873;0.5132058287795993;0.5726626016260162;56000;20000;13;2026-09-10_21:58:28
random_forest;0.8;0.6415612974161627;0.5314207650273224;0.5813200498132004;64000;20000;13;2026-09-10_21:58:37
random_forest;0.9;0.639425731639978;0.5273224043715847;0.5779885200898429;72000;20000;13;2026-09-10_21:58:46
random_forest;1.0;0.6437980241492866;0.5341530054644809;0.5838725734196117;80000;20000;13;2026-09-10_21:58:56
random_forest;0.01;0.5554231227651967;0.424408014571949;0.4811564274651523;800;20000;14;2026-09-10_21:59:05
random_forest;0.05;0.5730205278592375;0.4448998178506375;0.5008972058446551;4000;20000;14;2026-09-10_21:59:13
random_forest;0.1;0.6055045871559633;0.4808743169398907;0.5360406091370559;8000;20000;14;2026-09-10_21:59:21
random_forest;0.2;0.6077994428969359;0.4968123861566484;0.546730142821348;16000;20000;14;2026-09-10_21:59:29
random_forest;0.3;0.6063947078280044;0.5009107468123861;0.5486284289276808;24000;20000;14;2026-09-10_21:59:38
random_forest;0.4;0.6076632487857528;0.5127504553734062;0.5561867127685849;32000;20000;14;2026-09-10_21:59:47
random_forest;0.5;0.6284916201117319;0.5122950819672131;0.5644756648268942;40000;20000;14;2026-09-10_21:59:55
random_forest;0.6;0.6426953567383918;0.5168488160291439;0.5729429581019686;48000;20000;14;2026-09-10_22:00:04
random_forest;0.7;0.6352617079889807;0.5250455373406193;0.5749189728247319;56000;20000;14;2026-09-10_22:00:13
random_forest;0.8;0.6460519050248481;0.5327868852459017;0.5839780384327427;64000;20000;14;2026-09-10_22:00:22
random_forest;0.9;0.6483027267668336;0.5305100182149363;0.5835211620335587;72000;20000;14;2026-09-10_22:00:32
random_forest;1.0;0.647486033519553;0.5277777777777778;0.5815353738083291;80000;20000;14;2026-09-10_22:00:41
random_forest;0.01;0.6022353714661407;0.4171220400728597;0.4928705945655098;800;20000;15;2026-09-10_22:00:51
random_forest;0.05;0.5508428493746601;0.4612932604735883;0.5021065675340768;4000;20000;15;2026-09-10_22:00:59
random_forest;0.1;0.5869803063457331;0.488615664845173;0.5333001988071571;8000;20000;15;2026-09-10_22:01:07
random_forest;0.2;0.6222980659840728;0.4981785063752277;0.5533636823469904;16000;20000;15;2026-09-10_22:01:15
random_forest;0.3;0.6387133831131534;0.5063752276867031;0.5648971297942597;24000;20000;15;2026-09-10_22:01:24
random_forest;0.4;0.6208017334777898;0.5218579234972678;0.5670460168233548;32000;20000;15;2026-09-10_22:01:32
random_forest;0.5;0.6314317673378076;0.5141165755919854;0.5667670682730923;40000;20000;15;2026-09-10_22:01:41
random_forest;0.6;0.6422535211267606;0.5191256830601093;0.5741626794258374;48000;20000;15;2026-09-10_22:01:50
random_forest;0.7;0.6393989983305509;0.523224043715847;0.5755071374906086;56000;20000;15;2026-09-10_22:01:59
random_forest;0.8;0.6440582959641256;0.523224043715847;0.5773869346733668;64000;20000;15;2026-09-10_22:02:08
random_forest;0.9;0.6410398230088495;0.5277777777777778;0.5789210789210789;72000;20000;15;2026-09-10_22:02:17
random_forest;1.0;0.6526912181303116;0.5245901639344263;0.581671295127493;80000;20000;15;2026-09-10_22:02:26
random_forest;0.01;0.5873944119558154;0.4116575591985428;0.4840696117804551;800;20000;16;2026-09-10_22:02:36
random_forest;0.05;0.614314115308151;0.4221311475409836;0.500404858299595;4000;20000;16;2026-09-10_22:02:45
random_forest;0.1;0.5907407407407408;0.4357923497267759;0.5015723270440251;8000;20000;16;2026-09-10_22:02:53
random_forest;0.2;0.6030444964871194;0.4690346083788707;0.5276639344262295;16000;20000;16;2026-09-10_22:03:01
random_forest;0.3;0.6043771043771043;0.4904371584699453;0.5414781297134238;24000;20000;16;2026-09-10_22:03:09
random_forest;0.4;0.6068928379106086;0.5132058287795993;0.5561312607944732;32000;20000;16;2026-09-10_22:03:18
random_forest;0.5;0.6231182795698925;0.5277777777777778;0.5714990138067062;40000;20000;16;2026-09-10_22:03:27
random_forest;0.6;0.6256742179072277;0.5282331511839709;0.5728395061728395;48000;20000;16;2026-09-10_22:03:36
random_forest;0.7;0.6293668122270742;0.5250455373406193;0.5724925521350546;56000;20000;16;2026-09-10_22:03:45
random_forest;0.8;0.6340797378481704;0.5286885245901639;0.5766078966972932;64000;20000;16;2026-09-10_22:03:54
random_forest;0.9;0.6471922858763471;0.5195810564663024;0.5764081838848194;72000;20000;16;2026-09-10_22:04:03
random_forest;1.0;0.6478717523493643;0.5336976320582878;0.5852684144818977;80000;20000;16;2026-09-10_22:04:13
random_forest;0.01;0.512807881773399;0.4740437158469945;0.4926644581164222;800;20000;17;2026-09-10_22:04:22
random_forest;0.05;0.5774811375507836;0.4530965391621129;0.5077825976014291;4000;20000;17;2026-09-10_22:04:30
random_forest;0.1;0.5855338691159586;0.4644808743169399;0.5180294565769425;8000;20000;17;2026-09-10_22:04:38
random_forest;0.2;0.6027624309392265;0.4968123861566484;0.544682975536695;16000;20000;17;2026-09-10_22:04:47
random_forest;0.3;0.6345062429057888;0.5091074681238615;0.5649317837291561;24000;20000;17;2026-09-10_22:04:56
random_forest;0.4;0.6342566421707179;0.5109289617486339;0.565952080706179;32000;20000;17;2026-09-10_22:05:05
random_forest;0.5;0.6319681456200228;0.50591985428051;0.561962569549823;40000;20000;17;2026-09-10_22:05:14
random_forest;0.6;0.6371730662214803;0.5214025500910747;0.573503631354871;48000;20000;17;2026-09-10_22:05:23
random_forest;0.7;0.641340782122905;0.5227686703096539;0.5760160561966885;56000;20000;17;2026-09-10_22:05:32
random_forest;0.8;0.6346362649294245;0.5323315118397086;0.5789995047052996;64000;20000;17;2026-09-10_22:05:42
random_forest;0.9;0.6382627817482133;0.5286885245901639;0.5783312577833125;72000;20000;17;2026-09-10_22:05:51
random_forest;1.0;0.649025069637883;0.5305100182149363;0.5838135805562517;80000;20000;17;2026-09-10_22:06:01
random_forest;0.01;0.5660112359550562;0.3670309653916211;0.4453038674033149;800;20000;18;2026-09-10_22:06:11
random_forest;0.05;0.5415766738660908;0.4567395264116575;0.4955533596837944;4000;20000;18;2026-09-10_22:06:20
random_forest;0.1;0.5778491171749599;0.4918032786885246;0.5313653136531366;8000;20000;18;2026-09-10_22:06:28
random_forest;0.2;0.6152999449642268;0.5091074681238615;0.5571891353102417;16000;20000;18;2026-09-10_22:06:36
random_forest;0.3;0.6262626262626263;0.5081967213114754;0.5610859728506787;24000;20000;18;2026-09-10_22:06:45
random_forest;0.4;0.6126027397260274;0.5091074681238615;0.5560805769709026;32000;20000;18;2026-09-10_22:06:54
random_forest;0.5;0.6287793952967525;0.511384335154827;0.5640381717729784;40000;20000;18;2026-09-10_22:07:03
random_forest;0.6;0.632821075740944;0.5250455373406193;0.5739173718267796;48000;20000;18;2026-09-10_22:07:12
random_forest;0.7;0.6316353887399464;0.5364298724954463;0.5801526717557252;56000;20000;18;2026-09-10_22:07:22
random_forest;0.8;0.6423841059602649;0.5300546448087432;0.5808383233532936;64000;20000;18;2026-09-10_22:07:31
random_forest;0.9;0.6516666666666666;0.5341530054644809;0.587087087087087;72000;20000;18;2026-09-10_22:07:40
random_forest;1.0;0.6428571428571429;0.5286885245901639;0.5802098950524738;80000;20000;18;2026-09-10_22:07:50
random_forest;0.01;0.508008008008008;0.4622040072859745;0.4840247973295183;800;20000;19;2026-09-10_22:08:00
random_forest;0.05;0.5713479977439369;0.4612932604735883;0.5104560342655582;4000;20000;19;2026-09-10_22:08:08
random_forest;0.1;0.60011641443539;0.4694899817850637;0.5268267756770567;8000;20000;19;2026-09-10_22:08:16
random_forest;0.2;0.6127423822714682;0.5036429872495446;0.5528617845538616;16000;20000;19;2026-09-10_22:08:25
random_forest;0.3;0.6116666666666667;0.5013661202185792;0.551051051051051;24000;20000;19;2026-09-10_22:08:33
random_forest;0.4;0.6340378197997776;0.5191256830601093;0.57085628442664;32000;20000;19;2026-09-10_22:08:42
random_forest;0.5;0.6312910284463895;0.5255009107468124;0.573558648111332;40000;20000;19;2026-09-10_22:08:51
random_forest;0.6;0.6326086956521739;0.5300546448087432;0.5768087215064421;48000;20000;19;2026-09-10_22:09:00
random_forest;0.7;0.6397820163487739;0.5346083788706739;0.5824857355494916;56000;20000;19;2026-09-10_22:09:09
random_forest;0.8;0.64501679731243;0.5245901639344263;0.5786037167252637;64000;20000;19;2026-09-10_22:09:18
random_forest;0.9;0.6472237801458216;0.5255009107468124;0.5800452374968585;72000;20000;19;2026-09-10_22:09:28
random_forest;1.0;0.6454445664105378;0.5355191256830601;0.5853658536585367;80000;20000;19;2026-09-10_22:09:37
random_forest;0.01;0.6499189627228525;0.3652094717668488;0.4676384839650146;800;20000;20;2026-09-10_22:09:47
random_forest;0.05;0.6089901477832512;0.4503642987249545;0.5178010471204189;4000;20000;20;2026-09-10_22:09:56
random_forest;0.1;0.6054087277197295;0.4485428051001821;0.5153021187549045;8000;20000;20;2026-09-10_22:10:04
random_forest;0.2;0.5989731888191672;0.4781420765027322;0.531780197518359;16000;20000;20;2026-09-10_22:10:12
random_forest;0.3;0.6220697541452258;0.4954462659380692;0.5515842839036755;24000;20000;20;2026-09-10_22:10:21
